English,Arabic,AB Revise Date,AB Revision Step,BA Revise Date,BA Revision Step
feather,رِيشَة⁩,18/06/2024 00:00,1,18/06/2024 00:00,1
drive (MSA),قِيَادَة,18/06/2024 00:00,1,18/06/2024 00:00,1
year,سَنَة,18/06/2024 00:00,1,18/06/2024 00:00,1
Christian,نَصْرَانِي,18/06/2024 00:00,1,18/06/2024 00:00,1
person,شَخْص,18/06/2024 00:00,1,18/06/2024 00:00,1
seeds,بِزْر,18/06/2024 00:00,1,18/06/2024 00:00,1
rubbish bag,كِيس قُمَامَة,18/06/2024 00:00,1,18/06/2024 00:00,1
I became,صِرْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
pond,بِرْكَة,18/06/2024 00:00,1,18/06/2024 00:00,1
unclear (MSA),غَيْر وَاضِح,18/06/2024 00:00,1,18/06/2024 00:00,1
stress,مِتوَتَّر,18/06/2024 00:00,1,18/06/2024 00:00,1
mirror,مِرآة,18/06/2024 00:00,1,18/06/2024 00:00,1
artist/painter,رَسَّام,18/06/2024 00:00,1,18/06/2024 00:00,1
lazy,كَسْلَان,18/06/2024 00:00,1,18/06/2024 00:00,1
bald,أَصْلَع⁩,18/06/2024 00:00,1,18/06/2024 00:00,1
I ran,رَكَضْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
I will arrive,رَح أُوصِل,18/06/2024 00:00,1,18/06/2024 00:00,1
lunch,غداءْ,18/06/2024 00:00,1,18/06/2024 00:00,1
I'm arriving,عَم بُوصِل,18/06/2024 00:00,1,18/06/2024 00:00,1
islands,جُزُر,18/06/2024 00:00,1,18/06/2024 00:00,1
mountains,جِبَال,18/06/2024 00:00,1,18/06/2024 00:00,1
second (m),تَانِي,18/06/2024 00:00,1,18/06/2024 00:00,1
his fault,ذَنْبهُ,18/06/2024 00:00,1,18/06/2024 00:00,1
here,هَوْن,18/06/2024 00:00,1,18/06/2024 00:00,1
villages,قُرَى,18/06/2024 00:00,1,18/06/2024 00:00,1
third (f),تَالَتَة,18/06/2024 00:00,1,18/06/2024 00:00,1
rice,رُزّ,18/06/2024 00:00,1,18/06/2024 00:00,1
you sleep (m)/she sleeps,تَنَامُ,18/06/2024 00:00,1,18/06/2024 00:00,1
I will hope,رَح أَتَأَمَّل,18/06/2024 00:00,1,18/06/2024 00:00,1
weeks,أَسَابِيع,18/06/2024 00:00,1,18/06/2024 00:00,1
third (m),تَالَت,18/06/2024 00:00,1,18/06/2024 00:00,1
poison,سُمّ,18/06/2024 00:00,1,18/06/2024 00:00,1
weak,ضَعِيْف,18/06/2024 00:00,1,18/06/2024 00:00,1
I will swim,رَح أَسْبَح,18/06/2024 00:00,1,18/06/2024 00:00,1
I am painting,عَم بَرْسُم,18/06/2024 00:00,1,18/06/2024 00:00,1
I drove,سُقْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
to paint,رَسَمَ,18/06/2024 00:00,1,18/06/2024 00:00,1
Switzerland,سُوِيسْرَا,18/06/2024 00:00,1,18/06/2024 00:00,1
to swim,سَبَحَ,18/06/2024 00:00,1,18/06/2024 00:00,1
I will run,رَح أَرْكُضُ,18/06/2024 00:00,1,18/06/2024 00:00,1
tower,بُرْج,18/06/2024 00:00,1,18/06/2024 00:00,1
table,طَاوِلَة,18/06/2024 00:00,1,18/06/2024 00:00,1
important,مُهِم,18/06/2024 00:00,1,18/06/2024 00:00,1
film,فِلِم,18/06/2024 00:00,1,18/06/2024 00:00,1
you saw (f),شُفْتِ,18/06/2024 00:00,1,18/06/2024 00:00,1
women,نِسَاء,18/06/2024 00:00,1,18/06/2024 00:00,1
offices/desks,مَكَاتِب,18/06/2024 00:00,1,18/06/2024 00:00,1
newspaper,جَرِيدَة,18/06/2024 00:00,1,18/06/2024 00:00,1
leaf,وَرَقَة شَجَر,18/06/2024 00:00,1,18/06/2024 00:00,1
Thank God,الحَمِدَ لله,18/06/2024 00:00,1,18/06/2024 00:00,1
a lot,كَثِيْراً,18/06/2024 00:00,1,18/06/2024 00:00,1
I hear,أَسْمَعُ,18/06/2024 00:00,1,18/06/2024 00:00,1
kingdoms,مَمَالِك,18/06/2024 00:00,1,18/06/2024 00:00,1
swimming pool,مَسْبَح,18/06/2024 00:00,1,18/06/2024 00:00,1
enjoy your meal,صحتين,18/06/2024 00:00,1,18/06/2024 00:00,1
our school,مَدْرَسَتنَا,18/06/2024 00:00,1,18/06/2024 00:00,1
I worked,عَمَّلْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
maybe,يمكن,18/06/2024 00:00,1,18/06/2024 00:00,1
I am exiting/going up,عَمّ بَطْلُعُ,18/06/2024 00:00,1,18/06/2024 00:00,1
will,رَح,18/06/2024 00:00,1,18/06/2024 00:00,1
I will drive,رَح أَسُوقُ,18/06/2024 00:00,1,18/06/2024 00:00,1
he sees,يَشُوفُ,18/06/2024 00:00,1,18/06/2024 00:00,1
I am focusing,عَمّ بَرْكِزُ,18/06/2024 00:00,1,18/06/2024 00:00,1
girls/daughters,بَنَات,18/06/2024 00:00,1,18/06/2024 00:00,1
ladder,سَلِّمْ,18/06/2024 00:00,1,18/06/2024 00:00,1
garden/park,حَدِيقَة,18/06/2024 00:00,1,18/06/2024 00:00,1
south,جَنُوب,18/06/2024 00:00,1,18/06/2024 00:00,1
I travel,بَسَافِر,18/06/2024 00:00,1,18/06/2024 00:00,1
Hungary,المَجَر,18/06/2024 00:00,1,18/06/2024 00:00,1
steering wheels,دِرْكِسْيَوْنَات,18/06/2024 00:00,1,18/06/2024 00:00,1
lead,رَصَاص,18/06/2024 00:00,1,18/06/2024 00:00,1
Jordan,الْأُرْدُن,18/06/2024 00:00,1,18/06/2024 00:00,1
word,كَلِمَهْ,18/06/2024 00:00,1,18/06/2024 00:00,1
yesterday,الأَمْسْ,18/06/2024 00:00,1,18/06/2024 00:00,1
I fly,بَطِير,18/06/2024 00:00,1,18/06/2024 00:00,1
airports,مَطَارَات,18/06/2024 00:00,1,18/06/2024 00:00,1
her school,مَدْرَسَتهَا,18/06/2024 00:00,1,18/06/2024 00:00,1
Fiance,خَطِيب,18/06/2024 00:00,1,18/06/2024 00:00,1
your fault (pl),ذَنْبكُم,18/06/2024 00:00,1,18/06/2024 00:00,1
west,غَرْب,18/06/2024 00:00,1,18/06/2024 00:00,1
norway,اَلنُّرْوِيج,18/06/2024 00:00,1,18/06/2024 00:00,1
she wants,بِدهَا,18/06/2024 00:00,1,18/06/2024 00:00,1
Sweden,السُوَيْد,18/06/2024 00:00,1,18/06/2024 00:00,1
your school (f),مَدْرَسَتِك,18/06/2024 00:00,1,18/06/2024 00:00,1
your school (pl),مَدْرَسَتكُم,18/06/2024 00:00,1,18/06/2024 00:00,1
his school,مَدْرَسَتهُ,18/06/2024 00:00,1,18/06/2024 00:00,1
you want (f),بِدِّك,18/06/2024 00:00,1,18/06/2024 00:00,1
her fault,ذَنْبهَا,18/06/2024 00:00,1,18/06/2024 00:00,1
you want (m),بِدَّك,18/06/2024 00:00,1,18/06/2024 00:00,1
Jordanian,أُرْدُنِّيّ,18/06/2024 00:00,1,18/06/2024 00:00,1
your fault (m),ذَنْبَك,18/06/2024 00:00,1,18/06/2024 00:00,1
wanting,بِدّ,18/06/2024 00:00,1,18/06/2024 00:00,1
I am driving,عَمّ بَسُوقُ,18/06/2024 00:00,1,18/06/2024 00:00,1
kingdom,مَمْلَكَة,18/06/2024 00:00,1,18/06/2024 00:00,1
loss,خَسَارَة,18/06/2024 00:00,1,18/06/2024 00:00,1
I am running,عَمّ بَرْكُضُ,18/06/2024 00:00,1,18/06/2024 00:00,1
parties,حَفَلَات,18/06/2024 00:00,1,18/06/2024 00:00,1
colleagues (m),زُمَلَاء,18/06/2024 00:00,1,18/06/2024 00:00,1
Stones,حِجَارَة,18/06/2024 00:00,1,18/06/2024 00:00,1
my school,مَدْرَسَتي,18/06/2024 00:00,1,18/06/2024 00:00,1
we want,بِدنا,18/06/2024 00:00,1,18/06/2024 00:00,1
your school (m),مَدْرَسَتَك,18/06/2024 00:00,1,18/06/2024 00:00,1
their fault,ذَنْبهُم,18/06/2024 00:00,1,18/06/2024 00:00,1
I want,بِدّي,18/06/2024 00:00,1,18/06/2024 00:00,1
you want (pl),بِدكُم,18/06/2024 00:00,1,18/06/2024 00:00,1
ass,طِيز,18/06/2024 00:00,1,18/06/2024 00:00,1
behind,خَلْف,18/06/2024 00:00,1,18/06/2024 00:00,1
your fault (f),ذَنْبِك,18/06/2024 00:00,1,18/06/2024 00:00,1
he wants,بِدّهُ,18/06/2024 00:00,1,18/06/2024 00:00,1
solar energy,طَاقَة شَمْسِيَّة,18/06/2024 00:00,1,18/06/2024 00:00,1
Couch,كَنَبة,18/06/2024 00:00,1,18/06/2024 00:00,1
I untied,حَلَلْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
I entered,دَخَلْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
veins,أَوْرِدَة,18/06/2024 00:00,1,18/06/2024 00:00,1
I exit/go up,بَطْلُعُ,18/06/2024 00:00,1,18/06/2024 00:00,1
family,أُسْرَة,18/06/2024 00:00,1,18/06/2024 00:00,1
in the name of god,بِسْمِ اللّٰه,18/06/2024 00:00,1,18/06/2024 00:00,1
ghost,شَبَح,18/06/2024 00:00,1,18/06/2024 00:00,1
colleagues (f),زَمِيلَات,18/06/2024 00:00,1,18/06/2024 00:00,1
he eats (MSA),يَأْكُلُ,18/06/2024 00:00,1,18/06/2024 00:00,1
once again,كَمَان مَرَّة,18/06/2024 00:00,1,18/06/2024 00:00,1
east,شَرْق,18/06/2024 00:00,1,18/06/2024 00:00,1
Japan,الْيَابَان,18/06/2024 00:00,1,18/06/2024 00:00,1
roofs,أَسْقُف,18/06/2024 00:00,1,18/06/2024 00:00,1
I will climb,رَح أَتَسَلَّقُ,18/06/2024 00:00,1,18/06/2024 00:00,1
China,الصَّين,18/06/2024 00:00,1,18/06/2024 00:00,1
mirrors,مَرَايَا,18/06/2024 00:00,1,18/06/2024 00:00,1
to hear,سَمِعَ,18/06/2024 00:00,1,18/06/2024 00:00,1
pilot,طَيَّار,18/06/2024 00:00,1,18/06/2024 00:00,1
I am climbing,عَمّ بَتَسَلَّقُ,18/06/2024 00:00,1,18/06/2024 00:00,1
to focus,رَكَّزَ,18/06/2024 00:00,1,18/06/2024 00:00,1
I am hurrying,عَمّ بَعْجَلُ,18/06/2024 00:00,1,18/06/2024 00:00,1
ocean,مُحِيط,18/06/2024 00:00,1,18/06/2024 00:00,1
meat,لَحْم,18/06/2024 00:00,1,18/06/2024 00:00,1
oceans,مُحِيطَات,18/06/2024 00:00,1,18/06/2024 00:00,1
mugs,أَقْدَاح,18/06/2024 00:00,1,18/06/2024 00:00,1
leaves,وَرَق شَجَر,18/06/2024 00:00,1,18/06/2024 00:00,1
stop,قِفْ,18/06/2024 00:00,1,18/06/2024 00:00,1
love,حُب,18/06/2024 00:00,1,18/06/2024 00:00,1
that's enough/it's done,خَلَاص,18/06/2024 00:00,1,18/06/2024 00:00,1
killer,قَاتِل,18/06/2024 00:00,1,18/06/2024 00:00,1
I will study,رَح أَدرُس,18/06/2024 00:00,1,18/06/2024 00:00,1
you studied (f),دَرَسْتِ,18/06/2024 00:00,1,18/06/2024 00:00,1
I studied,دَرَسْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
I focused,رَكَّزْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
normal/its okay,عَادِي,18/06/2024 00:00,1,18/06/2024 00:00,1
united,مُتَّحِد,18/06/2024 00:00,1,18/06/2024 00:00,1
Swedish,سُوَيْدِيّ,18/06/2024 00:00,1,18/06/2024 00:00,1
Czech Republic,التْشِيك,18/06/2024 00:00,1,18/06/2024 00:00,1
The United Kingdom,الْمَمْلَكَةُ المُتَّحِدَة,18/06/2024 00:00,1,18/06/2024 00:00,1
northern,شَمَالِيّ,18/06/2024 00:00,1,18/06/2024 00:00,1
I am studying,عَم بِدرُس,18/06/2024 00:00,1,18/06/2024 00:00,1
eye,عَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
she studied,دَرَسَتْ,18/06/2024 00:00,1,18/06/2024 00:00,1
dead,مَيَّت,18/06/2024 00:00,1,18/06/2024 00:00,1
famous,مَشْهُور,18/06/2024 00:00,1,18/06/2024 00:00,1
names,أَسْمَاء,18/06/2024 00:00,1,18/06/2024 00:00,1
hats (MSA),قُبَّعَات,18/06/2024 00:00,1,18/06/2024 00:00,1
you sleep (f),تَنَامِينَ,18/06/2024 00:00,1,18/06/2024 00:00,1
how often,كَمّ مَرَّة,18/06/2024 00:00,1,18/06/2024 00:00,1
to travel,سَافَرَ,18/06/2024 00:00,1,18/06/2024 00:00,1
wound,جُرْح,18/06/2024 00:00,1,18/06/2024 00:00,1
Israeli,إِسْرَائِيلِيّ,18/06/2024 00:00,1,18/06/2024 00:00,1
grape,عِنَبَة,18/06/2024 00:00,1,18/06/2024 00:00,1
basket,سَلَّة,18/06/2024 00:00,1,18/06/2024 00:00,1
baskets,سِلَال,18/06/2024 00:00,1,18/06/2024 00:00,1
my soulmate,رُوحِي,18/06/2024 00:00,1,18/06/2024 00:00,1
steering wheel (MSA),مِقْوَد,18/06/2024 00:00,1,18/06/2024 00:00,1
left,يَسار,18/06/2024 00:00,1,18/06/2024 00:00,1
life,حَيَاة,18/06/2024 00:00,1,18/06/2024 00:00,1
colleague (m),زَمِيل,18/06/2024 00:00,1,18/06/2024 00:00,1
Greece,اَلْيُونَان,18/06/2024 00:00,1,18/06/2024 00:00,1
refugee,لَاجئ,18/06/2024 00:00,1,18/06/2024 00:00,1
The United Nations,الْأُمَم الْمُتَّحِدَة,18/06/2024 00:00,1,18/06/2024 00:00,1
Chinese,صِينِيّ,18/06/2024 00:00,1,18/06/2024 00:00,1
football,كُرة اَلْقَدَم,18/06/2024 00:00,1,18/06/2024 00:00,1
garlic,ثُوم,18/06/2024 00:00,1,18/06/2024 00:00,1
nation,أُمَّة,18/06/2024 00:00,1,18/06/2024 00:00,1
two mirrors,مِرْآتَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
sultanate,سَلْطَنَة,18/06/2024 00:00,1,18/06/2024 00:00,1
to drive,سَاقَ,18/06/2024 00:00,1,18/06/2024 00:00,1
I drive,بَسُوقُ,18/06/2024 00:00,1,18/06/2024 00:00,1
I flew,طِرْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
keys,مَفَاتِيح,18/06/2024 00:00,1,18/06/2024 00:00,1
I ran (MSA),جَرَيْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
where from,مْنَين,18/06/2024 00:00,1,18/06/2024 00:00,1
carrot,جَزَرَة,18/06/2024 00:00,1,18/06/2024 00:00,1
vein,وَرِيد,18/06/2024 00:00,1,18/06/2024 00:00,1
more,أَكْثَر,18/06/2024 00:00,1,18/06/2024 00:00,1
sin,ذَنْب,18/06/2024 00:00,1,18/06/2024 00:00,1
Greek,يُونَانِيّ,18/06/2024 00:00,1,18/06/2024 00:00,1
I cooked,طَبَخْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
I cook,بَطْبُخُ,18/06/2024 00:00,1,18/06/2024 00:00,1
I will cook,رَح أَطْبُخُ,18/06/2024 00:00,1,18/06/2024 00:00,1
center,مَرْكَز,18/06/2024 00:00,1,18/06/2024 00:00,1
I untie,أَحُلُّ,18/06/2024 00:00,1,18/06/2024 00:00,1
flag,عَلَم,18/06/2024 00:00,1,18/06/2024 00:00,1
I will become,رَح أَصِيرُ,18/06/2024 00:00,1,18/06/2024 00:00,1
I will write,رَح أَكْتُبُ,18/06/2024 00:00,1,18/06/2024 00:00,1
my heart,قَلْبِي,18/06/2024 00:00,1,18/06/2024 00:00,1
to study/he studied,دَرَسَ,18/06/2024 00:00,1,18/06/2024 00:00,1
wind,ريح,18/06/2024 00:00,1,18/06/2024 00:00,1
speed,سُرْعَة,18/06/2024 00:00,1,18/06/2024 00:00,1
Poland,بُولَنْدَا,18/06/2024 00:00,1,18/06/2024 00:00,1
rainy,مُمْطِر,18/06/2024 00:00,1,18/06/2024 00:00,1
I fear,أَخَافُ,18/06/2024 00:00,1,18/06/2024 00:00,1
to run (MSA),جَرَى,18/06/2024 00:00,1,18/06/2024 00:00,1
you (m)/she knows,تَعْرِفُ,18/06/2024 00:00,1,18/06/2024 00:00,1
I run (MSA),أَجْرِي,18/06/2024 00:00,1,18/06/2024 00:00,1
I ate,أَكَلْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
god is the greatest,اللّٰهُ أَكْبَرُ,18/06/2024 00:00,1,18/06/2024 00:00,1
Syria,سُورِيَا,18/06/2024 00:00,1,18/06/2024 00:00,1
that (f),تِلْكَ,18/06/2024 00:00,1,18/06/2024 00:00,1
I will die,رَح أَمُوتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
I will eat,رَح آكُلُ,18/06/2024 00:00,1,18/06/2024 00:00,1
a time/occurrence,مَرَّة,18/06/2024 00:00,1,18/06/2024 00:00,1
#NAME?,#NAME?,18/06/2024 00:00,1,18/06/2024 00:00,1
three,ثَلَاثَة,18/06/2024 00:00,1,18/06/2024 00:00,1
steering wheel,دِرْكِسْيَوْن,18/06/2024 00:00,1,18/06/2024 00:00,1
I die,أَمُوتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
my eyes,عُيُونِي,18/06/2024 00:00,1,18/06/2024 00:00,1
states,وِلَايَات,18/06/2024 00:00,1,18/06/2024 00:00,1
eyes,عُيُون,18/06/2024 00:00,1,18/06/2024 00:00,1
to die,مَاتَ,18/06/2024 00:00,1,18/06/2024 00:00,1
school,مَدْرَسَة,18/06/2024 00:00,1,18/06/2024 00:00,1
north,شَمَال,18/06/2024 00:00,1,18/06/2024 00:00,1
Fiji,فِيجِي,18/06/2024 00:00,1,18/06/2024 00:00,1
month,شَهْر,18/06/2024 00:00,1,18/06/2024 00:00,1
sea,بَحْرْ,18/06/2024 00:00,1,18/06/2024 00:00,1
Polish,بُولَنْدِيّ,18/06/2024 00:00,1,18/06/2024 00:00,1
Swiss,سُوِيسْرِيّ,18/06/2024 00:00,1,18/06/2024 00:00,1
libraries,مَكْتَبَات,18/06/2024 00:00,1,18/06/2024 00:00,1
I eat,بَآكُلُ,18/06/2024 00:00,1,18/06/2024 00:00,1
I will eat (MSA),سَآكُلُ,18/06/2024 00:00,1,18/06/2024 00:00,1
melon,شَمَّام,18/06/2024 00:00,1,18/06/2024 00:00,1
two chickens,دَجَاجَتَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
cute little girl,بِنوتَه,18/06/2024 00:00,1,18/06/2024 00:00,1
that (m),ذَلِكَ,18/06/2024 00:00,1,18/06/2024 00:00,1
arches,أَقْواس,18/06/2024 00:00,1,18/06/2024 00:00,1
mosaic,فُسَيْفِسَاءُ,18/06/2024 00:00,1,18/06/2024 00:00,1
dirty (MSA),قَذِر,18/06/2024 00:00,1,18/06/2024 00:00,1
bird,طَاىِٔر,18/06/2024 00:00,1,18/06/2024 00:00,1
doors,أَبْوَاب,18/06/2024 00:00,1,18/06/2024 00:00,1
German,أَلْمَانِيّ,18/06/2024 00:00,1,18/06/2024 00:00,1
to cook,طَبَخَ,18/06/2024 00:00,1,18/06/2024 00:00,1
Germany,أَلْمَانِيَا,18/06/2024 00:00,1,18/06/2024 00:00,1
Afghan,أَفْغَانِيّ,18/06/2024 00:00,1,18/06/2024 00:00,1
India,الْهِنْد,18/06/2024 00:00,1,18/06/2024 00:00,1
Mexico,الْمَكْسِيك,18/06/2024 00:00,1,18/06/2024 00:00,1
madly in love,مُتَيّم,18/06/2024 00:00,1,18/06/2024 00:00,1
I become,بَصِيرُ,18/06/2024 00:00,1,18/06/2024 00:00,1
I focus,بَرْكِزُ,18/06/2024 00:00,1,18/06/2024 00:00,1
watermelons,بَطَّيخ,18/06/2024 00:00,1,18/06/2024 00:00,1
curtain,ستارة,18/06/2024 00:00,1,18/06/2024 00:00,1
dogs,كِلَاب,18/06/2024 00:00,1,18/06/2024 00:00,1
rock climbing,تَسَلَّقَ الصُخُور,18/06/2024 00:00,1,18/06/2024 00:00,1
Israel,إِسْرَاىِٔيل,18/06/2024 00:00,1,18/06/2024 00:00,1
trees,شَجَر,18/06/2024 00:00,1,18/06/2024 00:00,1
you saw (m),شُفْتَ,18/06/2024 00:00,1,18/06/2024 00:00,1
short,قَصِير,18/06/2024 00:00,1,18/06/2024 00:00,1
tea,شَاي,18/06/2024 00:00,1,18/06/2024 00:00,1
Indian,هِنْدِيّ,18/06/2024 00:00,1,18/06/2024 00:00,1
breakfast,فُطُورْ,18/06/2024 00:00,1,18/06/2024 00:00,1
village,قَرْيَة,18/06/2024 00:00,1,18/06/2024 00:00,1
all,كُلّ,18/06/2024 00:00,1,18/06/2024 00:00,1
she,هي,18/06/2024 00:00,1,18/06/2024 00:00,1
Japanese,يَابَانِيّ,18/06/2024 00:00,1,18/06/2024 00:00,1
Syrian,سُورِيّ,18/06/2024 00:00,1,18/06/2024 00:00,1
Iran,إِيرَان,18/06/2024 00:00,1,18/06/2024 00:00,1
Chinese (f/pl),صِينِيَات,18/06/2024 00:00,1,18/06/2024 00:00,1
Afghanistan,أَفْغَانِسْتَان,18/06/2024 00:00,1,18/06/2024 00:00,1
I will become (MSA),سَأَصِيرُ,18/06/2024 00:00,1,18/06/2024 00:00,1
Syrians (f),سُورِيَّات,18/06/2024 00:00,1,18/06/2024 00:00,1
Syrians (m),سُورِيُّونَ,18/06/2024 00:00,1,18/06/2024 00:00,1
key,مِفْتَاح,18/06/2024 00:00,1,18/06/2024 00:00,1
to become,صَارَ,18/06/2024 00:00,1,18/06/2024 00:00,1
moons,أَقْمَار,18/06/2024 00:00,1,18/06/2024 00:00,1
gazelle,غَزَال,18/06/2024 00:00,1,18/06/2024 00:00,1
and such,وهيك,18/06/2024 00:00,1,18/06/2024 00:00,1
I climb,بَتَسَلَّقُ,18/06/2024 00:00,1,18/06/2024 00:00,1
moon,قَمَر,18/06/2024 00:00,1,18/06/2024 00:00,1
beach,شَاطِئْ,18/06/2024 00:00,1,18/06/2024 00:00,1
hotels,فَنَادِق,18/06/2024 00:00,1,18/06/2024 00:00,1
refugees,لَاجِئِين,18/06/2024 00:00,1,18/06/2024 00:00,1
I died,مُتُّ,18/06/2024 00:00,1,18/06/2024 00:00,1
relative,نسب,18/06/2024 00:00,1,18/06/2024 00:00,1
she loved,أَحَبَّتْ,18/06/2024 00:00,1,18/06/2024 00:00,1
to enter,دَخَلَ,18/06/2024 00:00,1,18/06/2024 00:00,1
rubbish bags,أَكْيَاس قُمَامَة,18/06/2024 00:00,1,18/06/2024 00:00,1
glass,زجاجْ,18/06/2024 00:00,1,18/06/2024 00:00,1
tongue,لِسَان,18/06/2024 00:00,1,18/06/2024 00:00,1
you slept (f),نِمْتِ,18/06/2024 00:00,1,18/06/2024 00:00,1
he sleeps,يَنَامُ,18/06/2024 00:00,1,18/06/2024 00:00,1
to fear,خَافَ,18/06/2024 00:00,1,18/06/2024 00:00,1
to sleep/he slept,نَامَ,18/06/2024 00:00,1,18/06/2024 00:00,1
I slept,نِمْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
maybe (MSA),رُبَمَا,18/06/2024 00:00,1,18/06/2024 00:00,1
animal,حَيَوَان,18/06/2024 00:00,1,18/06/2024 00:00,1
Friday,الجُمُعة,18/06/2024 00:00,1,18/06/2024 00:00,1
fruit,فَاكِهَة,18/06/2024 00:00,1,18/06/2024 00:00,1
to fly,طَارَ,18/06/2024 00:00,1,18/06/2024 00:00,1
souls,أَرْوَاح,18/06/2024 00:00,1,18/06/2024 00:00,1
tree,شَجَرَة,18/06/2024 00:00,1,18/06/2024 00:00,1
I heard,سَمِعْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
god willing,إِنْ شَاءَ اللّٰه,18/06/2024 00:00,1,18/06/2024 00:00,1
coffee,قَهْوَة,18/06/2024 00:00,1,18/06/2024 00:00,1
phones,هَوَاتِف,18/06/2024 00:00,1,18/06/2024 00:00,1
party,حَفْلَة,18/06/2024 00:00,1,18/06/2024 00:00,1
fish,سَمَك,18/06/2024 00:00,1,18/06/2024 00:00,1
scarves,أَوْشِحَة,18/06/2024 00:00,1,18/06/2024 00:00,1
to clean,نَظُّف,18/06/2024 00:00,1,18/06/2024 00:00,1
papers,وَرَق,18/06/2024 00:00,1,18/06/2024 00:00,1
I climbed,تَسَلَّقْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
everything,كُلّ شَيء,18/06/2024 00:00,1,18/06/2024 00:00,1
friends,أَصْدِقاء,18/06/2024 00:00,1,18/06/2024 00:00,1
dinner,عَشَاءْ,18/06/2024 00:00,1,18/06/2024 00:00,1
please,من فضاك,18/06/2024 00:00,1,18/06/2024 00:00,1
I write,بِكتُب,18/06/2024 00:00,1,18/06/2024 00:00,1
to write,كَتَبَ,18/06/2024 00:00,1,18/06/2024 00:00,1
colleges,كُلَّيَّات,18/06/2024 00:00,1,18/06/2024 00:00,1
backpack,حقيبَةْ ظهْرْ,18/06/2024 00:00,1,18/06/2024 00:00,1
to be,كَانَ,18/06/2024 00:00,1,18/06/2024 00:00,1
I eat (MSA),آكُلُ,18/06/2024 00:00,1,18/06/2024 00:00,1
I will run (MSA),سَأَجْرِي,18/06/2024 00:00,1,18/06/2024 00:00,1
company,شَرِكة,18/06/2024 00:00,1,18/06/2024 00:00,1
she slept,نَامَتْ,18/06/2024 00:00,1,18/06/2024 00:00,1
I sleep,أَنَامُ,18/06/2024 00:00,1,18/06/2024 00:00,1
you slept (m),نِمْتَ,18/06/2024 00:00,1,18/06/2024 00:00,1
seriously?,عنجد,18/06/2024 00:00,1,18/06/2024 00:00,1
boy,صَبِيّ,18/06/2024 00:00,1,18/06/2024 00:00,1
bridge,جِسْر,18/06/2024 00:00,1,18/06/2024 00:00,1
two forests,غَابَتَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
my fault,ذَنْبي,18/06/2024 00:00,1,18/06/2024 00:00,1
knot,عُقْدَة,18/06/2024 00:00,1,18/06/2024 00:00,1
months,أَشْهُر,18/06/2024 00:00,1,18/06/2024 00:00,1
long/tall,طَوِيل,18/06/2024 00:00,1,18/06/2024 00:00,1
trains,قِطَاراَت,18/06/2024 00:00,1,18/06/2024 00:00,1
what,شُو,18/06/2024 00:00,1,18/06/2024 00:00,1
time,وَقْت,18/06/2024 00:00,1,18/06/2024 00:00,1
grapes,عِنَب,18/06/2024 00:00,1,18/06/2024 00:00,1
library,مَكْتَبَة,18/06/2024 00:00,1,18/06/2024 00:00,1
throat,حَنْجَرَة,18/06/2024 00:00,1,18/06/2024 00:00,1
bags (plastic/paper/rubbish),أَكْيَاس,18/06/2024 00:00,1,18/06/2024 00:00,1
star,نَجْمَة,18/06/2024 00:00,1,18/06/2024 00:00,1
stars,نَجَمَات,18/06/2024 00:00,1,18/06/2024 00:00,1
she saw,شَافَتْ,18/06/2024 00:00,1,18/06/2024 00:00,1
end,نِهَايَة,18/06/2024 00:00,1,18/06/2024 00:00,1
to see/he saw,شَافَ,18/06/2024 00:00,1,18/06/2024 00:00,1
to love/he loved,أَحَبَّ,18/06/2024 00:00,1,18/06/2024 00:00,1
what (MSA),مَاذَا,18/06/2024 00:00,1,18/06/2024 00:00,1
big,كَبِير,18/06/2024 00:00,1,18/06/2024 00:00,1
small,صَغِير,18/06/2024 00:00,1,18/06/2024 00:00,1
grape leaves,وَرَق عِنَب,18/06/2024 00:00,1,18/06/2024 00:00,1
You know (f),تَعْرِفِين,18/06/2024 00:00,1,18/06/2024 00:00,1
bags (hand/backpack),شنطات,18/06/2024 00:00,1,18/06/2024 00:00,1
bag (plastic/paper/rubbish),كِيس,18/06/2024 00:00,1,18/06/2024 00:00,1
